ID,Título,Autor,Ano da edição,Páginas,Editora,Gênero,Estrelas,Já leram,Lendo,Querendo ler,Relendo,Abandonos,Resenhas,Homens,Mulheres,Avaliação,Sentimento,Imagem
848,O Retrato de Dorian Gray,Oscar Wilde,2007,190,Martin Claret,Clássico,4.2,91704,7220,57524,251,2921,5524,22%,78%,"O livro ""O Retrato de Dorian Gray"" de Oscar Wilde é aclamado por sua profundidade e reflexões sobre a natureza humana, vaidade, influência e corrupção. Através da história do jovem Dorian Gray, influenciado pelo cínico Lorde Henry, o autor aborda temas como a busca pela juventude eterna, a dualidade entre a beleza exterior e a deterioração da alma, e as consequências de nossas escolhas. Com críticas sociais e filosofia envolvente, a obra se mantém relevante e impactante mesmo após mais de um século de sua publicação, deixando os leitores intrigados e reflexivos sobre os limites da moralidade e da ética.",Bom,https://img.skoob.com.br/QWQlO4qCc-cru3l-MZg7Beb7hUk=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/848/O_RETRATO_DE_DORIAN_GRAY_1230596692B.jpg
866,A marca de uma lágrima,Pedro Bandeira,1994,176,Moderna,Romance,4.0,62102,384,3466,143,272,1127,9%,91%,"O livro ""A Marca de uma Lágrima"", de Pedro Bandeira, recebeu uma variedade de avaliações dos leitores. Alguns se surpreenderam com a história envolvente de Isabel, uma jovem de 14 anos que se vê em um triângulo amoroso e testemunha um possível assassinato. Outros apreciaram a forma como o autor abordou temas como autoestima, amizade e mistério, enquanto alguns destacaram a fluidez da escrita e a emoção transmitida pela narrativa. Apesar de algumas críticas sobre a rapidez do romance e a complexidade dos sentimentos dos personagens, a maioria dos leitores considerou o livro marcante e recomendado para adolescentes.",Bom,https://img.skoob.com.br/l8hqZRL-Xp9zZe_ek6UngTZTMdk=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/866/A_MARCA_DE_UMA_LAGRIMA_1605288894866SK1605288897B.jpg
885,Hamlet,William Shakespeare,2007,144,L&PM,Clássico,4.2,46898,1769,21192,114,911,2292,28%,72%,"O livro ""Hamlet"" de Shakespeare recebeu uma variedade de avaliações, desde elogios à narrativa envolvente e aos personagens complexos até críticas à escrita maçante e à lentidão do enredo. Alguns leitores destacaram a intensidade do drama, a profundidade dos diálogos e a genialidade da trama, enquanto outros apontaram a dificuldade de compreensão e a falta de interesse em certos trechos. No entanto, a maioria concordou que a obra é um clássico atemporal que aborda temas como vingança, loucura, traição e melancolia de forma magistral, proporcionando uma experiência de leitura instigante e reflexiva.",Bom,https://img.skoob.com.br/KD1daqB7RFvYth0oFnfkhkO8B_0=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/885/HAMLET_1492902872885SK1492902873B.jpg
896,A casa dos espíritos,Isabel Allende,2009,448,Bertrand Brasil,Romance,4.6,14225,1123,13562,23,271,1320,15%,85%,"O livro ""A Casa dos Espíritos"", de Isabel Allende, é uma obra que envolve diversas gerações da família Del Valle e Trueba, abordando temas polêmicos e difíceis, como críticas sociais e políticas, feminismo, realismo mágico e a história política do Chile. Com personagens marcantes e uma narrativa envolvente, a autora constrói uma trama densa e cativante, que desperta diferentes emoções nos leitores e os faz refletir sobre a vida, o tempo e as relações humanas, tornando-se uma leitura recomendada e impactante.",Bom,https://img.skoob.com.br/pDsd0Te9MK4ZlTBs4nILCAuDtsU=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/896/A_CASA_DOS_ESPIRITOS_1250202987B.jpg
905,As intermitências da morte,José Saramago,2005,208,Companhia das Letras,Ficção,4.3,18415,1743,14122,46,802,1248,33%,67%,"O livro ""As intermitências da morte"" de José Saramago é uma obra que provoca reflexões profundas sobre a vida, a morte e a sociedade. A narrativa envolvente e provocativa aborda a ausência da morte em um país, mostrando as consequências sociais, políticas e econômicas dessa situação. Com uma escrita desafiadora, o autor apresenta personagens marcantes e uma trama que mescla humor, crítica social e filosofia, levando o leitor a questionar a importância da morte na existência humana.",Bom,https://img.skoob.com.br/vb8TaTiy3cC3WZMHS1fQMKPWOQY=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/905/AS_INTERMITENCIAS_DA_MORTE_1563591891905SK1563591895B.jpg
912,Viagem ao Centro da Terra,Júlio Verne,2019,280,Editora Ática,Ficção,3.9,39617,1554,17789,73,1027,1448,33%,67%,"O livro ""Viagem ao Centro da Terra"" de Júlio Verne recebeu avaliações variadas dos leitores. Alguns destacaram a riqueza de detalhes geográficos e científicos presentes na obra, assim como a aventura envolvente e a capacidade do autor de fazer o leitor viajar junto com os personagens. No entanto, houve críticas em relação ao final abrupto, à lentidão do desenvolvimento da história e à falta de empolgação em determinados trechos. Alguns leitores apontaram que a leitura foi cansativa devido aos termos técnicos de geologia, enquanto outros destacaram a falta de emoção e a decepção com o desfecho da trama. Apesar das opiniões divergentes, a maioria concordou que o livro é uma obra clássica da ficção científica que vale a pena ser lida, proporcionando uma experiência única e instigante.",Bom,https://img.skoob.com.br/Uyy97liH9w7MUoD-hKzI50DHJzw=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/912/VIAGEM_AO_CENTRO_DA_TERRA_1414539935B.jpg
918,Não Conte a Ninguém,Harlan Coben,2003,415,ARX,Mistério,4.2,44771,1264,18807,46,583,2188,15%,85%,"O livro ""Não Conte a Ninguém"" de Harlan Coben recebeu avaliações mistas dos leitores. Alguns elogiaram a narrativa envolvente, a trama intrigante e os plot twists surpreendentes, enquanto outros criticaram a previsibilidade da história, alguns pontos da trama e o final corrido. No geral, houve quem considerasse a leitura uma experiência positiva e recomendasse o livro para os fãs de suspense, mas também houve quem se sentisse um pouco decepcionado com a obra.",Bom,https://img.skoob.com.br/2Z4nbaRpB1A7hKfXVecFSo01APY=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/918/NAO_CONTE_A_NINGUEM_1557413116918SK1557413117B.jpg
941,1984,George Orwell,2009,416,Companhia das Letras,Ficção Científica,4.4,189145,24346,184489,514,6934,11349,29%,71%,"O livro ""1984"" de George Orwell é considerado um clássico das distopias e da crítica social, abordando temas como totalitarismo, manipulação, vigilância extrema e perda da liberdade individual. Com uma narrativa densa e detalhada, a obra consegue envolver o leitor em um mundo imersivo e perturbador, refletindo sobre questões atemporais e relevantes para a sociedade atual. Apesar de dividir opiniões e desafiar a paciência em alguns momentos, o livro se destaca por sua profundidade e impacto, sendo uma leitura necessária para quem busca reflexões sobre o poder, a liberdade e a manipulação.",Bom,https://img.skoob.com.br/QfCXGjPmc8PhSFrACfxqrn7jbBw=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/941/1984_1690215900941SK-V11690215907B.jpg
943,Romeu e Julieta,William Shakespeare,2005,112,Martin Claret,Romance,4.0,91824,1183,15061,99,788,2127,16%,84%,"As avaliações sobre o livro ""Romeu e Julieta"" apresentam uma variedade de opiniões e sentimentos, desde a admiração pela intensidade do amor dos protagonistas até críticas à impulsividade dos personagens. Muitos elogiam a escrita poética de Shakespeare e a profundidade dos diálogos, enquanto outros destacam a tragédia da história e a reflexão sobre as consequências da intolerância e do ódio. Alguns leitores apreciam a comédia presente na trama, enquanto outros ressaltam a complexidade dos sentimentos retratados. Em geral, a obra é reconhecida como um clássico atemporal que desperta emoções e reflexões sobre o amor, a vida e a morte.",Bom,https://img.skoob.com.br/nPVVHbu_xqgGeE5Zt5pQKGMg2Bk=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/943/ROMEU_E_JULIETA_1253369778B.jpg
945,Melancia,Marian Keyes,2003,490,Bertrand Brasil,Romance,3.7,66179,1305,12058,68,3530,1315,5%,95%,"O livro ""Melancia"" recebeu críticas mistas, com alguns leitores elogiando a história leve e divertida, enquanto outros apontaram a personagem principal como sendo dependente e irritante. Alguns apreciaram o humor e a escrita fluida da autora, enquanto outros acharam a narrativa arrastada e chata em certos momentos. A trama envolvendo a protagonista, que é abandonada pelo marido após dar à luz, despertou reflexões sobre temas como maternidade, relacionamentos e superação. Além disso, houve comentários sobre a representação das mulheres, a abordagem de questões como depressão pós-parto e a evolução da personagem ao longo da história. Em geral, as opiniões variaram entre elogios pela narrativa envolvente e críticas pela falta de profundidade e desenvolvimento dos personagens.",Mediano,https://img.skoob.com.br/sg0ImouVwVwm17QQoVLLVF2BN14=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/945/MELANCIA_1331335571B.jpg
953,As Duas Torres,J. R. R. Tolkien,2009,364,Martins Fontes,Fantasia,4.6,89289,3018,69496,183,1205,1799,42%,58%,"O livro ""As Duas Torres"", segundo volume da saga ""O Senhor dos Anéis"", recebeu avaliações positivas e entusiasmadas dos leitores. Os comentários destacam a evolução dos personagens, as amizades profundas, as reviravoltas emocionantes e a riqueza do universo criado por J.R.R. Tolkien. A narrativa envolvente, as descrições detalhadas, as batalhas épicas e os momentos de tensão mantiveram os leitores cativados e ansiosos pelo desfecho da jornada de Frodo e seus amigos. As Duas Torres é elogiado pela complexidade, profundidade e emoção, deixando os leitores ansiosos pelo desfecho da trilogia.",Bom,https://img.skoob.com.br/ymsYm3Yhcmsg95PJed_wWqZHn5I=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/953/AS_DUAS_TORRES_1297693607B.jpg
954,O Retorno do Rei,J. R. R. Tolkien,2000,450,Martins Fontes,Fantasia,4.7,80140,1482,69694,142,789,1481,43%,57%,"O livro ""O Senhor dos Anéis: O Retorno do Rei"" é considerado uma obra-prima da literatura fantástica, encerrando de forma épica a saga da comitiva do anel. Os leitores se encantam com a riqueza de detalhes, o desenvolvimento dos personagens e a construção do universo criado por Tolkien. A narrativa envolvente, repleta de batalhas emocionantes e desfechos surpreendentes, cativa os leitores, que se emocionam com a amizade, coragem e lealdade retratadas na história. Com um final emocionante e satisfatório, o livro é aclamado como uma leitura obrigatória para os fãs de fantasia, sendo considerado uma das maiores obras do gênero de todos os tempos.",Bom,https://img.skoob.com.br/o_WtqYhxTPumgevEQQ_wMcM-yKQ=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/954/O_RETORNO_DO_REI_1528467321954SK1528467324B.jpg
968,Capitães da Areia,Jorge Amado,2000,300,Record,Romance,4.4,165213,4241,31916,275,2561,4510,23%,77%,"""Capitães da Areia"" é um livro que cativa e emociona, levando o leitor a se conectar profundamente com os personagens e suas histórias de vida. A obra de Jorge Amado retrata de forma crua e comovente a realidade de crianças de rua em Salvador, mostrando a luta pela sobrevivência, a busca por amor e pertencimento, e a dura realidade da marginalização social. Com uma narrativa atemporal e repleta de críticas sociais, o livro se destaca por sua capacidade de provocar reflexões sobre a desigualdade, a falta de oportunidades e a necessidade de compaixão e acolhimento. Um verdadeiro clássico da literatura brasileira que continua a emocionar e inspirar leitores de todas as gerações.",Bom,https://img.skoob.com.br/3YHdWCjoTZJPwz4Ckk_-6mJiN08=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/968/CAPITAES_DA_AREIA_1589325779968SK1589325784B.jpg
975,O Cortiço,Aluísio Azevedo,2000,72,Rideel,Clássico,3.8,171529,3703,21712,251,4837,2597,23%,77%,"As avaliações sobre o livro ""O Cortiço"" refletem a diversidade de opiniões dos leitores. Enquanto alguns destacam a riqueza de detalhes e a representatividade social da obra, outros consideram a leitura maçante e difícil, apontando falhas na construção dos personagens. A ambientação realista do cortiço e a abordagem de temas como pobreza, violência, racismo e exploração despertam reflexões sobre a sociedade da época e questões atuais. Alguns leitores elogiam a complexidade dos personagens e a crítica social presente na narrativa, enquanto outros destacam a linguagem antiga e a densidade do enredo como pontos negativos. Em geral, ""O Cortiço"" é reconhecido como uma obra importante do naturalismo brasileiro, porém sua leitura pode ser desafiadora e dividir opiniões.",Bom,https://img.skoob.com.br/loCrlikAseLkZizE1NVu8io5_2U=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/975/O_CORTICO_1383203732B.jpg
996,Admirável mundo novo,Aldous Huxley,2014,312,Biblioteca Azul,Ficção,4.2,81960,6042,67299,237,2648,4227,34%,66%,"O livro ""Admirável Mundo Novo"" de Aldous Huxley é uma distopia que retrata uma sociedade futurista dividida em castas, onde a felicidade é artificialmente mantida através do uso de drogas e do condicionamento social. A obra aborda temas como a perda da individualidade, a manipulação genética, a desumanização, o controle estatal e a busca incessante por prazeres superficiais, levando o leitor a refletir sobre os limites éticos do progresso tecnológico e a verdadeira natureza da felicidade. A narrativa desafia a noção de liberdade individual em detrimento de uma aparente felicidade coletiva, alertando para os perigos do totalitarismo e da desumanização, em uma crítica social atemporal e extremamente relevante.",Bom,https://img.skoob.com.br/H8lNrm18A3n0aRZvJuz_JHjNCQ4=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/996/ADMIRAVEL_MUNDO_NOVO_1504838948996SK1504838950B.jpg
997,Entrevista com o vampiro,Anne Rice,1991,312,Rocco,Terror,4.2,25815,1933,18092,102,1198,1219,22%,78%,"O livro ""Entrevista com o Vampiro"" de Anne Rice recebeu avaliações mistas, com alguns leitores achando a história arrastada e o personagem Louis chato, enquanto outros elogiaram a profundidade dos personagens, as reflexões existenciais e a complexidade do universo vampiresco criado pela autora. A relação entre Louis, Lestat e Cláudia foi um ponto de destaque, assim como as discussões sobre imortalidade, moralidade e relacionamentos. A escrita foi considerada envolvente, apesar de alguns momentos confusos e descrições perturbadoras. No geral, a obra despertou emoções intensas nos leitores e muitos planejam continuar explorando as Crônicas Vampirescas de Anne Rice.",Bom,https://img.skoob.com.br/gsxSii2VDDf-s9wB4IAXDss3lME=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/997/ENTREVISTA_COM_O_VAMPIRO_1394246743B.jpg
